id_token,token
oaxaca destaca,14057
seguridad reporta,18882
reporta incidencia,17775
construcción carretera,5008
salina,18474
supervisa rehabilitación,19560
refinería salina,17444
salina cruz,18475
cruz oaxaca,5559
obras corredor,14192
corredor istmo,5424
tercer,19792
convoca pueblo,5332
méxico participar,13442
participar informe,14652
informe zócalo,10684
zócalo tercer,21237
tercer aniversario,19793
aniversario 4t,1634
claves,4171
seguridad guanajuato,18845
guanajuato coordinación,9713
coordinación inteligencia,5381
inteligencia claves,10984
claves contener,4172
contener delitos,5112
avances programas,2577
bienestar aguascalientes,3115
aguascalientes fundamentales,1296
fundamentales vivir,9169
vivir justicia,21037
justicia paz,11391
seguridad zacatecas,18896
zacatecas recuperar,21185
recuperar paz,17317
garantiza respaldo,9264
respaldo zacatecas,17973
zacatecas presenta,21184
atletas,2339
reconoce esfuerzo,17206
esfuerzo atletas,7896
atletas entrega,2340
deportes 2021,6160
2021 4t,299
4t mantendrá,513
mantendrá entrega,12163
entrega becas,7662
becas deportistas,2964
postulará,15422
victoria,20861
ceja,3808
gobernadora,9501
banxico,2897
mujer,13143
presidente postulará,15958
postulará victoria,15423
victoria rodríguez,20865
rodríguez ceja,18299
ceja gobernadora,3809
gobernadora banxico,9502
banxico primera,2899
primera mujer,16192
mujer dirigir,13144
dirigir órgano,6689
marina armada,12251
armada méxico,2024
méxico aprobación,13292
aprobación 80,1953
ciento respaldo,4078
respaldo pueblo,17970
ampliación imss,1570
bienestar garantizará,3167
impondrá,10261
beneficios,3060
19 impondrá,176
impondrá población,10262
destaca beneficios,6367
beneficios recibir,3063
continúan baja,5186
común destacan,4583
autoridades informe,2470
profunda,16394
guía,9769
mexicana transformación,12739
transformación profunda,20187
profunda historia,16395
historia país,9944
país guía,14772
guía 4t,9770
4t presidente,515
111,50
obrador 111,14124
111 aniversario,51
inicio revolución,10819
fotogalería 111,9004
presidente regresa,16002
regresa méxico,17599
méxico conmemorar,13325
conmemorar 111,4864
ordenada,14417
incrementar,10512
propone fortalecer,16511
fortalecer integración,8947
norte migración,13926
migración ordenada,12831
ordenada contribuirá,14418
contribuirá incrementar,5224
incrementar producción,10513
producción afirma,16332
trilateral,20317
obrador encuentro,14154
encuentro trilateral,7547
trilateral méxico,20318
canadá ix,3583
joe,11283
regularizar,17631
impulsará fortalecimiento,10338
fortalecimiento américa,8970
norte presidente,13931
celebra iniciativa,3842
iniciativa joe,10779
joe biden,11284
biden regularizar,3091
regularizar connacionales,17633
connacionales ee,4875
18,128
versión,20838
estenográfica,8103
18 11,130
11 21,42
21 versión,369
versión estenográfica,20839
estenográfica reunión,8106
unidos washington,20502
llama hacer,11814
hacer américa,9824
norte región,13933
región fuerte,17591
fuerte mundo,9110
fotogalería ix,9022
hermanos,9906
canadá reafirman,3587
reafirman lazos,16999
cooperación reunión,5360
bilateral pueblos,3265
pueblos hermanos,16758
hermanos presidente,9907
desplegarán,6337
presentan plan,15622
plan reforzar,15169
reforzar seguridad,17505
roo desplegarán,18314
desplegarán guardia,6338
nacional especialidad,13592
especialidad turística,7945
chichén,4009
itzá,11221
arqueológica,2057
visita chichén,20961
chichén itzá,4010
itzá tren,11222
conectará visitantes,4725
visitantes zona,21001
zona arqueológica,21218
arqueológica destaca,2058
presupuesto 2022,16086
2022 bienestar,321
inaugura tianguis,10420
tianguis turístico,19878
turístico 2021,20396
2021 mérida,313
mérida destaca,13264
destaca potencial,6411
potencial méxico,15442
méxico sector,13488
registro,17580
vacunar,20685
17,116
comorbilidades,4374
anuncian registro,1804
registro vacunar,17585
vacunar covid,20686
personas 15,14985
15 17,96
17 años,117
años comorbilidades,2761
pef,14818
pef 2022,14820
2022 garantiza,326
obras desarrollo,14194
votar,21063
aprobación pef,1958
2022 beneficiará,320
beneficiará familias,3030
familias pobres,8507
pobres presidente,15272
agradece diputados,1226
diputados votar,6645
votar favor,21064
participaciones,14623
presidente promete,15973
promete inversión,16455
inversión programas,11114
bienestar participaciones,3203
participaciones federales,14625
federales sonora,8637
cananea,3593
justicia cananea,11378
federal ayudará,8576
ayudará colima,2694
colima reafirma,4278
anuncia plan,1753
fortalecimiento aduanas,8969
aduanas puertos,1108
apoyo colima,1882
colima anuncia,4273
anuncia fortalecimiento,1723
fortalecimiento programas,8987
sociales despliegue,19276
despliegue fuerzas,6344
fuerzas seguridad,9122
acasico,762
palmarejo,14551
temacapulín,19750
garantiza recursos,9263
recursos agua,17330
agua acasico,1265
acasico palmarejo,763
palmarejo temacapulín,14552
promoverá,16468
novena,13945
presidente promoverá,15974
promoverá cooperación,16469
desarrollo novena,6251
novena cumbre,13946
problemas,16302
problemas países,16303
países pobres,14809
pobres atienden,15268
atienden acciones,2326
acciones fondo,815
fondo afirma,8877
presidente consejo,15785
consejo seguridad,4916
seguridad onu,18861
aplicar,1852
global,9476
propone onu,16519
onu aplicar,14337
aplicar plan,1853
plan mundial,15163
mundial fraternidad,13171
fraternidad bienestar,9058
bienestar revertir,3230
revertir pobreza,18149
pobreza global,15275
unidas,20459
obrador consejo,14147
seguridad organización,18864
organización naciones,14435
naciones unidas,13701
inmejorables,10833
participar buen,14644
fin 2021,8746
2021 condiciones,303
económicas inmejorables,7026
inmejorables afirma,10834
frontera,9086
anuncia reapertura,1767
reapertura frontera,17046
frontera estados,9089
regresar,17604
exhorta regresar,8298
regresar definitivamente,17606
definitivamente clases,6014
visita refinería,20988
hidalgo reafirma,9928
compromiso concluir,4480
concluir planta,4644
incrementa,10503
contaminación,5095
evalúa rehabilitación,8235
salamanca modernización,18434
modernización incrementa,13044
incrementa producción,10506
producción reduce,16346
reduce contaminación,17392
contaminación destaca,5096
vamos hacia,20743
hacia autosuficiencia,9835
refinería ciudad,17437
ciudad madero,4117
votación,21061
electrónica,7240
inédita,11182
presentan sistema,15633
sistema votación,19198
votación electrónica,21062
electrónica elección,7241
elección inédita,7191
inédita secretario,11183
secretario general,18690
general sindicato,9420
sindicato pemex,19156
absorber,730
dióxido,6820
carbono,3651
refrenda compromisos,17520
compromisos enfrentar,4527
enfrentar cambio,7610
climático sembrando,4182
vida contribuirá,20872
contribuirá absorber,5221
absorber toneladas,731
toneladas dióxido,20006
dióxido carbono,6821
demora,6119
estados municipios,8055
municipios reciben,13206
reciben recursos,17127
recursos conforme,17335
conforme ley,4785
ley demora,11640
demora presidente,6120
presidente aumento,15741
aumento presupuestal,2402
presupuestal 2022,16076
nombramientos,13896
anuncia nombramientos,1746
nombramientos dar,13898
dar continuidad,5828
continuidad proyectos,5163
proyectos materia,16653
materia agua,12322
constituyen,4997
58,555
mujeres niñas,13158
niñas centro,13842
centro cuarta,3899
transformación constituyen,20163
constituyen 58,4998
58 beneficiarios,556
beneficiarios programas,3021
saldo,18456
explosión,8328
ducto,6901
lamenta saldo,11544
saldo explosión,18458
explosión ducto,8329
ducto pemex,6903
pemex puebla,14843
puebla gobiernos,16699
gobiernos federal,9608
federal estatal,8592
estatal atienden,8086
atienden familias,2332
espléndida,7984
obra espléndida,14112
espléndida presidente,7985
cumplimos,5735
cumplimos compromiso,5737
compromiso vacunar,4518
vacunar todas,20689
todas personas,19970
personas mayores,15006
mayores 18,12426
18 años,132
años presidente,2783
supervisa tramo,19564
celebra resultados,3856
seguridad yucatán,18895
yucatán recibe,21176
social precedentes,19260
precedentes afirma,15459
concluirá 2021,4649
2021 millones,312
mayores beneficiarias,12433
beneficiarias programa,3012
programa pensiones,16418
ley ingresos,11645
ingresos 2022,10721
obras afirma,14185
mérito,13265
agradece personal,1235
salud contribución,18500
contribución pandemia,5217
pandemia entrega,14565
entrega reconocimiento,7688
reconocimiento mérito,17236
mérito médico,13266
médico 2021,13240
beneficiará pueblo,3035
pueblo impulsará,16732
impulsará transformación,10342
transformación asegura,20159
apoyo guerrero,1897
guerrero continuará,9745
continuará investigación,5143
investigación caso,11135
ayotzinapa asegura,2662
diciembre inaugurará,6589
inaugurará libramiento,10449
acapulco anuncia,760
espacios,7924
desigualdades,6324
reabre,16949
papagayo,14577
recuperación espacios,17299
espacios públicos,7925
públicos reduce,16869
reduce desigualdades,17396
desigualdades presidente,6325
presidente reabre,15988
reabre parque,16950
parque papagayo,14609
papagayo acapulco,14578
pavimentar,14726
mdp pavimentar,12478
pavimentar caminos,14727
presidente informa,15899
avances la,2569
nuestra municipios,13959
municipios la,13201
reforzarse,17507
descentralización,6291
dependencias,6151
sociales la,19282
montaña deben,13070
deben reforzarse,5893
reforzarse presidente,17508
destaca descentralización,6381
descentralización dependencias,6292
dependencias federales,6152
instruye fortalecer,10911
fortalecer programas,8950
bienestar la,3185
eficacia,7095
comprobada,4434
vacunas aplicadas,20699
aplicadas méxico,1846
méxico seguridad,13489
seguridad eficacia,18836
eficacia comprobada,7096
comprobada presidente,4435
evo,8262
morales,13082
nacional evo,13596
evo morales,8263
ifigenia,10195
reúne ifigenia,18205
ifigenia martínez,10196
martínez palacio,12281
feminicidios,8668
en reporte,7486
reporte mensual,17790
seguridad destacan,18833
destacan disminución,6438
disminución delitos,6723
federal feminicidios,8595
edad,7050
contenido,5115
dañino,5854
videojuegos,20910
presentan decálogo,15610
decálogo seguridad,5971
seguridad menores,18855
menores edad,12646
edad internet,7053
internet presidente,11039
presidente alerta,15714
alerta contenido,1394
contenido dañino,5116
dañino videojuegos,5855
solicita,19302
avalar,2522
actuar,930
criterios,5552
ideológicos,10190
presidente solicita,16036
solicita oms,19306
oms avalar,14323
avalar vacunas,2523
vacunas facilitar,20703
facilitar movilidad,8428
movilidad internacional,13117
internacional debe,11021
debe actuar,5878
actuar bajo,932
bajo criterios,2852
criterios políticos,5555
políticos ideológicos,15348
ideológicos afirma,10191
delegación,6038
efectividad,7088
destaca delegación,6379
delegación estadounidense,6039
estadounidense efectividad,8063
efectividad sembrando,7089
vida atender,20867
acciones programa,832
urbano benefician,20554
benefician millones,3002
eventuales,8240
salud eventuales,18510
eventuales contratados,8241
contratados terminar,5203
terminar sexenio,19817
sexenio reafirma,19049
programa apoyo,16397
apoyo personas,1907
discapacidad podría,6696
podría ser,15303
ser universal,19010
universal presidente,20518
usados,20586
provenientes,16614
extranjero,8395
acuerdo regularizar,1001
regularizar vehículos,17635
vehículos usados,20774
usados provenientes,20587
provenientes extranjero,16615
quintín,16907
etapa universidad,8202
garcía san,9342
san quintín,18595
respaldará,17955
federal respaldará,8621
respaldará nuevo,17956
nuevo gobierno,14012
gobierno baja,9535
california afirma,3467
anuncia baja,1700
california decreto,3469
decreto regularizar,5962
vehículos registro,20772
constitucional,4978
reforma constitucional,17462
constitucional materia,4981
materia eléctrica,12325
eléctrica incluye,7288
incluye transición,10484
limpias presidente,11735
fórmula,9200
federal seguirá,8624
seguirá fórmula,18792
fórmula austeridad,9201
austeridad corrupción,2424
corrupción recaudación,5461
recaudación privilegios,17061
privilegios cuidar,16301
cuidar finanzas,5648
públicas presidente,16848
contribuyeron,5247
frontera ee,9088
uu diálogo,20619
diálogo vacunación,6817
vacunación contribuyeron,20655
contribuyeron lograr,5248
lograr propósito,11952
propósito afirma,16540
sumar,19499
llama sumar,11845
sumar esfuerzos,19500
esfuerzos vacunar,7918
19 todas,222
años 31,2753
31 octubre,449
confirma participación,4759
participación asamblea,14627
asamblea onu,2128
onu noviembre,14343
presentan informe,15614
informe iniciativa,10668
reforma materia,17478
eléctrica conviene,7281
magisterial,12107
apoyo michoacán,1902
michoacán realiza,12802
realiza colaboración,17016
colaboración autoridades,4249
autoridades estatales,2467
estatales presidente,8095
anuncia federalización,1722
federalización nómina,8639
nómina magisterial,14039
saludable,18558
listo,11751
plan desarrollo,15153
integral región,10953
región la,17593
laguna proyecto,11529
proyecto agua,16622
agua saludable,1284
saludable listo,18560
listo iniciar,11754
iniciar conagua,10762
fortalecer cooperación,8945
desarrollo respeto,6266
soberanías diálogo,19240
diálogo seguridad,6815
seguridad alto,18816
alto nivel,1463
nivel ee,13834
acuerdos diálogo,1009
seguridad méxico,18859
unidos beneficiarán,20471
beneficiarán pueblos,3045
francesa,9036
aeroespacial,1121
representantes empresa,17806
empresa francesa,7395
francesa industria,9037
industria aeroespacial,10556
aeroespacial inversión,1124
inversión méxico,11110
méxico genera,13401
empleos destaca,7370
acuerda,962
presidente acuerda,15705
acuerda primer,967
trudeau mantener,20352
mantener relación,12181
amistad cooperación,1511
distribuirse,6784
equidad,7783
méxico finanzas,13390
sanas presidente,18603
presidente riqueza,16025
riqueza debe,18269
debe distribuirse,5879
distribuirse equidad,6785
equidad justicia,7784
otorga,14463
estímulos,8184
juegos,11332
olímpicos,14317
tokio,19978
provienen,16616
248,407
federal otorga,8613
otorga estímulos,14464
estímulos atletas,8185
atletas juegos,2341
juegos olímpicos,11333
olímpicos tokio,14318
tokio 2020,19979
2020 recursos,296
recursos provienen,17356
provienen sorteo,16617
sorteo 248,19387
248 lotería,408
exhorta partidos,8296
partidos definirse,14673
definirse reforma,6010
reforma industria,17472
industria eléctrica,10560
reunión seguridad,18139
seguridad veracruz,18893
veracruz constata,20810
constata reducción,4972
reducción incidencia,17384
destaca respaldo,6424
respaldo armada,17959
estado bicentenario,8029
bicentenario institución,3079
obrador 200,14129
200 años,260
años armada,2755
fotogalería desfile,9016
desfile 200,6312
méxico veracruz,13514
medalla,12507
belisario,2980
domínguez,6853
felicita ifigenia,8651
martínez medalla,12280
medalla belisario,12508
belisario domínguez,2981
mesas,12683
resulta,18056
atención población,2242
población presencia,15256
presencia gobernador,15551
gobernador mesas,9495
mesas seguridad,12684
seguridad resulta,18884
resulta baja,18057
delitos puebla,6083
reanudar,17038
avance vacunación,2548
19 permitirá,194
permitirá reanudar,14967
reanudar reuniones,17039
reuniones pueblo,18117
convoca asamblea,5319
asamblea nacional,2127
nacional 20,13542
20 noviembre,256
grace,9624
huracán grace,10158
grace puebla,9629
puebla atendidos,16696
atendidos manera,2290
manera directa,12147
directa presidente,6651
censo,3879
método,13267
censo entrega,3881
directa apoyos,6649
apoyos método,1936
método atender,13268
atender damnificados,2259
grace hidalgo,9628
hidalgo presidente,9927
40,473
atendido,2286
145,85
grace 40,9625
40 días,478
días atendido,6949
atendido 145,2287
145 mil,86
mil hogares,12894
hogares presidente,9992
reportada,17779
destaca recuperación,6417
recuperación rápida,17305
rápida empleos,18383
empleos reportada,7383
reportada imss,17780
israel,11202
extradición,8384
tomás,20000
zerón,21211
implicado,10259
solicita primer,19307
ministro israel,12989
israel extradición,11203
extradición tomás,8385
tomás zerón,20001
zerón implicado,21212
implicado caso,10260
presentan iniciativa,15615
reforma fortalecimiento,17468
fortalecimiento cfe,8976
cfe protección,3972
protección litio,16559
256,423
guían,9772
conmemora 256,4833
256 aniversario,424
natalicio josé,13721
josé maría,11307
maría morelos,12293
morelos principios,13095
principios guían,16220
guían 4t,9773
pavón,14728
obrador conmemoración,14146
conmemoración 256,4855
morelos pavón,13093
seguimiento explotación,18772
explotación preservación,8333
preservación litio,15660
agradece habitantes,1230
habitantes iztapalapa,9797
iztapalapa respaldo,11245
transformación inaugura,20174
sucursal alcaldía,19454
tláhuac,19959
destaca avances,6364
sociales inauguración,19281
inauguración sucursal,10432
bienestar tláhuac,3246
primera sucursal,16198
bienestar gustavo,3172
gustavo madero,9763
madero habitantes,12088
habitantes alcaldía,9792
alcaldía benefician,1360
benefician programas,3004
reelección,17423
anuncia inauguración,1726
inauguración sucursales,10433
bienestar refrenda,3221
compromiso reelección,4508
disculpa,6705
yaquis,21156
presidente disculpa,15819
disculpa pueblos,6706
pueblos yaquis,16766
yaquis presenta,21157
presenta avances,15567
plan reparación,15170
reparación justicia,17756
petición,15054
perdón,14898
agravios,1245
originarios,14454
obrador petición,14164
petición perdón,15055
perdón agravios,14899
agravios pueblos,1249
pueblos originarios,16762
originarios justicia,14455
consumación,5071
en aniversario,7453
200 consumación,261
consumación independencia,5072
reafirma principios,16987
principios solidaridad,16225
solidaridad fraternidad,19322
fotogalería 200,9007
años consumación,2762
200 aniversario,259
aniversario consumación,1637
ministros,12991
hermanas,9903
dialoga ministros,6543
ministros naciones,12992
naciones hermanas,13699
representantes misión,17813
misión exterior,13002
grandeza,9650
inaugura exposición,10396
exposición la,8347
la grandeza,11476
grandeza méxico,9652
méxico guardia,13404
nacional contará,13573
contará unidad,5105
unidad especial,20445
especial recuperar,7942
recuperar patrimonio,17316
antropología,1680
fotogalería exposición,9018
méxico museo,13433
museo nacional,13213
nacional antropología,13554
conmemorativos,4872
presentan actos,15602
actos conmemorativos,920
conmemorativos 200,4873
contribuirán,5228
recorre refinerías,17266
refinerías minatitlán,17449
minatitlán dos,12965
bocas contribuirán,3306
contribuirán autosuficiencia,5229
supervisa modernización,19551
modernización construcción,13043
construcción refinerías,5026
formales,8902
informan,10644
celebra recuperación,3852
recuperación empleos,17298
empleos formales,7372
formales país,8904
país informan,14773
informan avances,10647
avances jóvenes,2568
seguimiento investigación,18773
en octubre,7480
octubre inicia,14232
inicia vacunación,10749
vacunación menores,20662
edad comorbilidades,7051
comorbilidades anuncia,4375
actividades,903
recordar,17256
acontecimientos,888
felicitaciones,8658
continúan actividades,5183
actividades recordar,907
recordar acontecimientos,17257
acontecimientos históricos,889
históricos país,9982
agradece felicitaciones,1227
felicitaciones gobiernos,8659
gobiernos mundo,9610
transita,20197
feria,8682
méxico transita,13506
transita etapa,20198
etapa recuperación,8196
tras pandemia,20240
pandemia asegura,14561
presidente inauguración,15894
inauguración feria,10426
feria aeroespacial,8683
aeroespacial 2021,1122
fotogalería feria,9019
aeroespacial méxico,1125
méxico 2021,13270
atención prevención,2247
prevención coordinación,16121
coordinación estrategia,5375
seguridad presentan,18871
anuncia vacunación,1789
edad mayor,7054
mayor riesgo,12424
riesgo frente,18254
frente covid,9081
avance 70,2535
70 vacunación,599
19 población,197
población mayor,15251
mayor edad,12419
edad epidemia,7052
epidemia va,7777
descenso ssa,6290
empleo,7349
avances atención,2554
atención oaxaca,2240
oaxaca inversión,14062
pública es,16833
es crecimiento,7827
crecimiento generación,5523
generación empleo,9398
empleo afirma,7351
invertir,11119
resolver,17933
invertir programas,11120
programas desarrollo,16435
desarrollo resolver,6265
resolver fondo,17934
fondo fenómeno,8880
migratorio propone,12864
propone presidente,16521
amlo gobierno,1536
iza,11233
presidente iza,15913
iza bandera,11234
bandera honor,2878
honor víctimas,10046
vi,20845
latinoamericanos,11572
caribeños,3672
fotogalería vi,9028
vi cumbre,20846
cumbre comunidad,5698
comunidad estados,4558
estados latinoamericanos,8054
latinoamericanos caribeños,11573
caribeños celac,3673
relaciones,17683
propone países,16520
países celac,14799
celac fortalecer,3812
fortalecer relaciones,8951
relaciones impulsar,17687
regional dimensión,17559
obrador vi,14179
cena,3877
jefes,11269
ofrece cena,14274
cena bienvenida,3878
bienvenida jefes,3255
jefes estado,11270
estado representantes,8045
representantes países,17816
países integrantes,14804
integrantes celac,10963
reúne mandatarios,18214
mandatarios países,12130
países latinoamérica,14805
dialoga foro,6538
foro energía,8916
climáticoamlo,4183
trabajo oaxaca,20090
oaxaca participa,14065
participa foro,14620
cambio climáticoamlo,3496
climáticoamlo cumbre,4184
cumbre cambio,5697
climático amlo,4177
amlo lópez,1537
obrador presidente,14167
211,374
encabeza desfile,7506
militar 211,12911
211 aniversario,375
inicio independencia,10808
unidos levantar,20487
211 años,376
años grito,2772
bermúdez,3074
bienvenida miguel,3256
canel bermúdez,3620
bermúdez presidente,3075
conmemora 211,4831
fotogalería 211,9010
afianza,1178
presidente afianza,15711
afianza relación,1181
relación cooperación,17693
desarrollo embajadores,6239
embajadores 11,7307
11 países,47
credenciales 10,5532
10 embajadoras,12
embajadoras embajadores,7305
liberación,11666
informe liberación,10671
liberación personas,11667
personas privadas,15012
libertad sentencia,11675
174,124
homenaje niños,10006
chapultepec 174,3983
174 aniversario,125
ceremonia,3927
remite,17727
mantendrán,12168
precauciones,15455
ceremonia grito,3932
independencia remite,10544
remite principios,17728
principios libertad,16223
libertad soberanía,11676
soberanía nacional,19233
presidente festejos,15859
festejos mantendrán,8718
mantendrán precauciones,12169
precauciones covid,15456
echevarría,6964
colaborar,4257
compromisos habitantes,4532
habitantes nayarit,9799
nayarit invita,13751
invita antonio,11160
antonio echevarría,1678
echevarría colaborar,6965
colaborar gobierno,4258
centro rehabilitación,3908
rehabilitación nayarit,17643
nayarit gobierno,13748
gobierno atiende,9532
atiende millón,2317
millón niñas,12954
niños discapacidad,13854
discapacidad país,6695
país destaca,14765
avances construcción,2561
aprovechar,1976
supervisa operación,19554
operación presa,14365
presa picachos,15542
picachos aprovechar,15088
aprovechar agua,1977
agua sinaloa,1286
quirino,16910
ordaz,14410
basificar trabajadores,2929
salud invita,18520
invita quirino,11174
quirino ordaz,16911
ordaz colaborar,14411
obligado,14100
plazas,15222
residentes,17918
el estado,7166
estado obligado,8042
obligado garantizar,14101
garantizar salud,9305
anuncia incremento,1727
incremento plazas,10525
plazas médicos,15223
médicos residentes,13258
69,589
comprometidos,4470
construcción aeropuerto,5004
ángeles registra,21261
registra avance,17567
avance 69,2534
69 ciento,590
ciento entregará,4067
entregará tiempo,7711
tiempo presupuesto,19886
presupuesto comprometidos,16093
comprometidos afirma,4471
inundaciones,11066
directo,6664
límites,12066
damnificadas inundaciones,5808
inundaciones reciben,11072
apoyo directo,1887
directo límites,6665
límites presidente,12067
auxilio,2515
continúan labores,5188
labores auxilio,11516
auxilio entrega,2516
apoyos damnificados,1926
damnificados inundaciones,5813
inundaciones afirma,11067
pérdida,16814
humanas,10124
materiales,12333
reporte pérdida,17792
pérdida vidas,16815
vidas humanas,20907
humanas daños,10125
daños materiales,5866
materiales tras,12334
sismo presidente,19175
decesos,5906
acudir,951
albergues,1351
lamenta decesos,11539
decesos inundaciones,5907
inundaciones hospital,11069
hospital tula,10075
hidalgo llama,9923
llama acudir,11771
acudir albergues,952
convoca participar,5328
participar gran,14651
gran sorteo,9641
especial número,7941
número 248,14044
nacional 15,13541
inundaciones tula,11074
exgobernador,8283
enrique,7624
gonzález,9619
pedrero,14815
fallecimiento exgobernador,8452
exgobernador tabasco,8284
tabasco enrique,19657
enrique gonzález,7625
gonzález pedrero,9620
llamado ordenar,11864
ordenar flujo,14425
migratorio oportunidades,12863
oportunidades desarrollo,14387
desarrollo enviará,6241
enviará carta,7736
carta gobierno,3702
gobierno estadounidense,9560
estadounidense propuestas,8066
visita zona,20995
zona sureste,21222
sureste supervisar,19607
supervisar construcción,19572
invita población,11171
población participar,15254
participar colecta,14645
nacional 2021,13543
2021 cruz,305
consejera,4906
jurídica,11365
ríos,18402
nueva consejera,13968
consejera jurídica,4907
jurídica ejecutivo,11367
ejecutivo federal,7119
federal maría,8610
maría estela,12290
estela ríos,8102
ríos gonzález,18403
gestión,9452
scherer,18650
ibarra,10173
movimiento,13118
nombra nueva,13888
jurídica presidencia,11369
presidencia agradece,15666
agradece gestión,1228
gestión scherer,9455
scherer ibarra,18651
ibarra movimiento,10174
movimiento transformación,13119
irreversibles,11193
gobierno consolida,9541
consolida cambios,4929
cambios irreversibles,3507
irreversibles beneficio,11194
presidente tercer,16045
tercer informe,19795
obrador tercer,14174
insumo,10929
inicia venta,10750
venta gas,20792
gas bienestar,9345
méxico iztapalapa,13423
iztapalapa primera,11243
primera alcaldía,16183
alcaldía constatar,1361
constatar calidad,4976
calidad precio,3461
precio justo,15464
justo insumo,11405
reparar,17758
desaparición,6217
anuncia comisión,1707
comisión hacer,4362
justicia reparar,11398
reparar daños,17760
daños víctimas,5872
víctimas desaparición,21092
desaparición forzada,6218
insustituible,10931
conjunto comunidad,4813
comunidad regreso,4562
regreso seguro,17616
seguro voluntario,18904
voluntario clases,21052
presenciales escuela,15558
escuela importante,7876
importante insustituible,10278
insustituible afirma,10932
pendientes,14854
cnte,4196
4t pendientes,514
pendientes cnte,14855
cnte asegura,4197
inauguración hospital,10427
hospital tapachula,10071
mosca,13100
mediterráneo,12574
inaugura planta,10410
planta control,15183
control mosca,5254
mosca mediterráneo,13101
necesitan,13788
impulso campo,10350
campo da,3565
da oportunidades,5795
oportunidades necesitan,14394
necesitan presidente,13789
llama gobiernos,11812
gobiernos ee,9605
canadá apoyar,3580
apoyar centroamérica,1865
reconversión,17252
huixtla,10118
inaugura reconversión,10416
reconversión hospital,17253
general huixtla,9411
huixtla chiapas,10119
avances sembrando,2587
vida chiapas,20871
chiapas instruye,3999
instruye servidores,10923
públicos continuar,16863
continuar trabajo,5131
trabajo favor,20088
favor población,8528
comprometida,4468
transformación comprometida,20162
comprometida hacer,4469
social chiapas,19249
recibe presupuesto,17112
presupuesto bienestar,16091
corona,5408
española,7933
comitán,4369
obrador bicentenario,14140
bicentenario independencia,3078
independencia chiapas,10536
chiapas corona,3996
corona española,5409
española comitán,7934
comitán domínguez,4370
logrado,11946
gn,9477
seguridad logrado,18853
logrado respeto,11947
cuartel gn,5588
gn chiapas,9478
celebra progreso,3850
progreso programa,16445
programa nacional,16414
nacional reconstrucción,13658
reconstrucción llama,17246
llama concluir,11784
concluir obras,4643
obras 2022,14184
dialogar,6557
manifestación,12149
someterá,19352
presiones,16066
grupos,9696
llama cnte,11782
cnte dialogar,4198
dialogar sep,6560
sep refrenda,18992
refrenda respeto,17531
respeto libre,18007
libre manifestación,11688
manifestación someterá,12153
someterá presiones,19353
presiones grupos,16067
grupos afirma,9697
titularidad,19934
anuncia cambio,1703
cambio titularidad,3501
titularidad secretaría,19935
secretaría gobernación,18699
colección,4264
hábito,10162
lectura,11594
con colección,4592
colección 21,4265
21 21,365
21 gobierno,366
fomenta hábito,8853
hábito lectura,10163
afectaciones,1151
límite,12062
presentan acciones,15601
acciones atender,801
atender afectaciones,2254
afectaciones veracruz,1154
veracruz huracán,20814
grace apoyos,9627
directos límite,6679
límite presupuestal,12064
tratados,20260
córdoba,5786
preservar,15661
legado,11595
conmemora 200,4830
años firma,2769
firma tratados,8813
tratados córdoba,20261
córdoba llama,5787
llama preservar,11829
preservar legado,15664
legado luchadores,11597
conmemoración 200,4852
córdoba veracruz,5788
son,19359
heroínas,9913
atendiendo,2292
condecoración miguel,4688
miguel hidalgo,12868
hidalgo personal,9926
salud son,18545
son heroínas,19360
heroínas héroes,9914
héroes atendiendo,10169
atendiendo afectados,2293
afectados covid,1162
multimedios,13164
representantes multimedios,17814
multimedios el,13165
el país,7168
país palacio,14780
federal atenderá,8574
atenderá personas,2278
grace afirma,9626
buscar,3400
refugio,17550
paso,14696
llama buscar,11778
buscar refugio,3402
refugio seguro,17551
seguro paso,18901
paso huracán,14699
revisar,18157
instruye revisar,10921
revisar mecanismo,18160
mecanismo protección,12504
protección periodistas,16563
impunidad tolera,10369
tolera violencia,19984
violencia afirma,20935
unicef,20439
acompañará,886
retorno,18107
unicef acompañará,20440
acompañará méxico,887
méxico retorno,13482
retorno seguro,18110
seguro clases,18899
presenciales presentan,15560
informe impacto,10667
impacto pandemia,10243
pandemia niñas,14567
despliegan,6339
civil sedena,4148
semar despliegan,18947
despliegan operativo,6340
operativo atender,14376
emergencia huracán,7322
al,1340
km,11459
trenes,20299
pasajeros,14688
al final,1341
final sexenio,8761
sexenio entregarán,19044
entregarán mil,7716
mil km,12895
km vías,11460
férreas trenes,9199
trenes pasajeros,20300
pasajeros anuncia,14689
planteará,15199
usar,20588
fmi,8842
presidente planteará,15955
planteará banco,15200
banco méxico,2867
méxico usar,13510
usar recursos,20589
recursos fmi,17340
fmi pago,8843
pago deuda,14528
abandera,669
participante,14640
paralímpicos,14589
presidente abandera,15700
abandera delegación,670
delegación mexicana,6041
mexicana participante,12736
participante xvi,14641
xvi juegos,21147
juegos paralímpicos,11335
paralímpicos tokio,14591
organismos,14430
gobiernos organismos,9612
organismos respaldan,14432
respaldan regreso,17952
regreso clases,17612
presenciales asegura,15556
presidente avanzan,15746
avanzan preparativos,2646
preparativos abrir,15532
abrir escuelas,727
