id_token,token
haití,9850
continuará ayuda,5136
humanitaria haití,10132
haití afirma,9851
llama actuar,11770
actuar solidaridad,938
favorecerá,8540
afectar,1172
saludable la,18559
laguna favorecerá,11527
favorecerá durango,8541
durango coahuila,6911
coahuila afectar,4201
afectar ambiente,1173
ambiente producción,1493
terremoto,19837
méxico enviará,13373
enviará ayuda,7735
haití tras,9852
tras terremoto,20245
terremoto anuncia,19838
presentación,15595
reactivar,16960
firmará compromiso,8824
compromiso proteger,4507
proteger jalisco,16575
jalisco inundaciones,11252
inundaciones anuncia,11068
anuncia presentación,1757
presentación proyecto,15599
proyecto reactivar,16637
reactivar presa,16963
protesta,16604
comandancia,4294
pase,14692
presidente toma,16049
toma protesta,19995
protesta primer,16608
primer comandante,16164
comandante ejército,4297
mexicano anuncia,12748
anuncia iniciativa,1729
iniciativa comandancia,10776
comandancia gn,4295
gn pase,9479
pase sedena,14693
discriminación,6701
caída,3793
tenochtitlan,19785
llama erradicar,11802
erradicar racismo,7823
racismo clasismo,16923
clasismo discriminación,4164
discriminación 500,6702
500 años,535
años caída,2758
caída gran,3794
gran tenochtitlan,9642
resistencia,17924
indígena,10569
1521,104
obrador 500,14134
años resistencia,2787
resistencia indígena,17925
indígena 1521,10570
1521 méxico,105
méxico tenochtitlan,13500
mercancía,12670
confiscada,4768
presenta tianguis,15594
entrega mercancía,7677
mercancía confiscada,12671
confiscada aduanas,4769
aduanas necesitan,1106
actuará,942
confirma inicio,4758
inicio regreso,10818
presenciales 30,15553
30 agosto,443
agosto actuará,1216
actuará responsabilidad,944
responsabilidad asegura,18023
fundación,9150
convenio fundación,5283
fundación teletón,9152
teletón fortalecer,19742
atención niñas,2239
niños jóvenes,13856
jóvenes discapacidad,11441
mantienen buena,12204
buena relación,3378
relación afirma,17690
invita joseph,11169
biden visitar,3093
visitar méxico,21004
méxico finales,13389
finales septiembre,8766
azucena,2705
uresti,20574
presidente respalda,16017
respalda periodistas,17945
periodistas ejercicio,14913
ejercicio labor,7147
labor instruye,11496
instruye protección,10919
protección azucena,16549
azucena uresti,2706
envío,7752
destaca solidaridad,6429
solidaridad estados,19319
unidos envío,20481
envío millones,7755
dosis vacunas,6887
vacunas méxico,20706
kamala,11447
harris,9864
presidente mantiene,15930
mantiene diálogo,12196
diálogo migración,6813
migración control,12819
control pandemia,5255
pandemia vicepresidenta,14570
vicepresidenta kamala,20860
kamala harris,11448
en chihuahua,7456
chihuahua avances,4018
seguridad vacunación,18892
19 afirma,145
llamada,11852
seguirá colaboración,18790
colaboración ee,4250
uu vacunar,20628
vacunar latinoamericanos,20687
latinoamericanos presidente,11574
anuncia llamada,1735
llamada vicepresidenta,11854
ahumada,1317
nacional ahumada,13552
ahumada chihuahua,1318
aplicación programas,1837
bienestar registra,3222
registra resultados,17572
positivos asegura,15406
presidente colima,15770
sociales consolidarán,19274
consolidarán estado,4959
bienestar méxico,3197
anuncia mejoras,1741
mejoras atención,12613
atención menores,2233
menores discapacidad,12645
seguridad baja,18819
fabricantes,8420
legislación,11605
demanda fabricantes,6090
fabricantes armas,8421
armas respeta,2054
respeta legislación,17978
legislación soberanía,11606
soberanía estados,19230
asegurar,2144
protestas,16609
anuncia acciones,1691
acciones asegurar,799
asegurar abasto,2145
gas protestas,9348
valora,20730
enfermedades,7593
padecimientos,14508
federal valora,8629
valora vacunar,20731
19 menores,185
menores 18,12644
años enfermedades,2765
enfermedades padecimientos,7595
asistencia,2176
participativa,14659
celebra asistencia,3826
asistencia consulta,2177
ciudadana inicio,4128
inicio democracia,10802
democracia participativa,6108
participativa asegura,14660
en sinaloa,7490
sinaloa continuará,19139
continuará estrategia,5140
inseguridad violencia,10854
liberar,11669
torturadas,20009
recibido,17129
firmará decreto,8826
decreto liberar,5955
liberar personas,11670
libertad torturadas,11677
torturadas recibido,20010
recibido sentencia,17130
crear,5503
respetará,17988
federal mantendrá,8608
mantendrá diálogo,12162
diálogo crear,6806
crear área,5505
protegida sierra,16593
presidente respetará,16018
respetará comunidades,17990
comunidades ambiente,4568
oncológicos,14329
medicamentos oncológicos,12535
oncológicos garantizado,14331
garantizado reafirma,9279
aumenta vacunación,2376
vacunación terminar,20673
terminar octubre,19815
octubre toda,14234
toda población,19962
mayor 18,12417
años protegida,2785
presidente aplicación,15727
aplicación dosis,1832
dosis fortalece,6879
fortalece tamaulipas,8932
tamaulipas puebla,19681
vacunada,20675
la meta,11480
meta terminar,12697
terminar julio,19813
julio 50,11351
ciento población,4074
años vacunada,2791
vacunada presidente,20677
fortalecimiento guardia,8982
nacional elementos,13587
elementos casi,7249
casi 500,3735
500 cuarteles,536
cuarteles país,5594
238,399
simón,19130
bolívar,3328
fotogalería 238,9011
238 aniversario,400
natalicio simón,13724
simón bolívar,19131
bolívar castillo,3329
castillo chapultepec,3767
obrador 238,14131
éxito,21282
presidente desea,15809
desea éxito,6305
éxito delegación,21284
mexicana juegos,12733
mantiene economía,12197
economía estable,6976
estable recuperación,8001
empleos inversión,7375
inversión presidente,11112
disminuyen,6733
federal disminuyen,8588
disminuyen 24,6734
24 ciento,404
ciento anuncian,4061
anuncian fortalecimiento,1799
fortalecimiento estrategia,8981
seguridad 50,18813
50 municipios,531
municipios acabar,13194
acabar homicidios,744
consolidada,4937
transformación logra,20178
logra compra,11945
compra consolidada,4414
consolidada medicamentos,4938
medicamentos garantizar,12526
abasto derecho,689
149,93
garcía 149,9338
149 aniversario,94
dañará,5852
resalta beneficios,17848
beneficios tren,3065
maya sureste,12403
país dañará,14763
dañará ambiente,5853
ambiente reafirma,1494
posible,15387
en agosto,7452
agosto posible,1220
posible regresar,15391
regresar clases,17605
presenciales país,15559
electos,7229
funciones,9142
acuerda 16,963
16 gobernadores,112
gobernadores electos,9509
electos funciones,7230
funciones fortalecer,9145
fortalecer acciones,8942
54,547
anuncia reforma,1774
reforma dar,17463
dar cfe,5827
cfe 54,3957
54 mercado,549
mercado nacional,12667
nacional energía,13589
gobernador electo,9493
electo san,7203
sido,19071
19 salvar,212
vidas 40,20904
40 población,480
años sido,2788
sido protegida,19074
avanza apoyo,2601
inundaciones tabasco,11073
tabasco chiapas,19653
chiapas 200,3993
familias acceden,8493
acceden apoyos,771
apoyos manera,1935
reanuda,17035
presidente reanuda,15991
reanuda tabasco,17036
tabasco reuniones,19663
oficina,14265
81,625
destaca trabajo,6431
trabajo oficina,20091
oficina atención,14266
atención ciudadana,2218
ciudadana gobierno,4126
méxico área,13516
área atiende,21270
atiende 81,2311
81 ciento,627
ciento solicitudes,4079
51,542
03,2
19 frontera,173
frontera norte,9090
norte registra,13932
avance 51,2530
51 03,543
03 ciento,3
recibe gobernador,17102
electo querétaro,7202
querétaro palacio,16891
reunión gobernador,18132
electo nuevo,7201
recibe gobernadora,17103
gobernadora electa,9503
electa chihuahua,7195
chihuahua palacio,4023
ufc,20423
brandon,3349
moreno,13097
destaca campeón,6370
campeón mexicano,3560
mexicano ufc,12764
ufc brandon,20424
brandon moreno,3350
termina,19798
siguiente,19109
termina vacunación,19800
vacunación universal,20674
universal municipios,20517
municipios fronterizos,13200
fronterizos sonora,9096
chihuahua siguiente,4027
siguiente operativo,19110
operativo especial,14378
certificado,3944
inicia registro,10746
vacunar personas,20688
años presentan,2782
presentan certificado,15607
certificado vacunación,3945
continuidad plan,5161
plan nacional,15164
nacional vacunación,13680
vacunación país,20666
fortalecimiento chiapas,8977
reúne legisladores,18210
legisladores estadounidenses,11612
estadounidenses palacio,8072
atletas mexicanos,2342
mexicanos buenos,12770
resultados juegos,18085
tokio asegura,19980
golfo,9616
atiende impacto,2315
impacto explosión,10241
ducto golfo,6902
golfo méxico,9617
compromisos cananea,4521
cananea mejorarán,3594
laborales salud,11514
salud programas,18531
sociales entrega,19277
entrega obras,7681
obras mejoramiento,14202
urbano nogales,20563
pitiquito,15140
nacional pitiquito,13644
pitiquito sonora,15141
sonora seis,19380
seis entidad,18909
entidad anuncia,7640
gobierna,9519
supervisa programas,19558
bienestar puerto,3218
sonora 4t,19363
4t gobierna,512
gobierna hechos,9520
hechos bien,9884
bien pueblo,3098
lucha,11985
lucha corrupción,11987
corrupción permite,5455
permite construcción,14945
construcción universidades,5032
río,18397
colorado,4292
acciones mejoramiento,827
urbano san,20568
luis río,12022
río colorado,18398
colorado sonora,4293
variaciones,20755
revisarán,18165
compromiso aumentar,4475
aumentar precios,2380
presidente variaciones,16059
variaciones precio,20756
precio gas,15463
gas revisarán,9349
revisarán afirma,18166
transformación aprobación,20158
aprobación pueblo,1962
conmemoración tercer,4859
tercer año,19794
histórico democrático,9967
ejercer,7142
periodismo,14902
ética,21278
noticias,13942
falsas,8464
desmentidas,6329
llama ejercer,11799
ejercer periodismo,7143
periodismo ética,14903
ética noticias,21279
noticias falsas,13943
falsas desmentidas,8466
desmentidas afirma,6330
oncológicos derecho,14330
pueblo salud,16746
organización mundial,14434
mundial turismo,13176
turismo reconoce,20381
reconoce gobierno,17209
transformación política,20183
política fortalecer,15333
fortalecer sector,8953
sector turístico,18721
turístico pandemia,20398
mortalidad,13098
llama habitantes,11813
habitantes sonora,9808
sonora vacunarse,19383
19 contribuye,162
contribuye reducir,5234
reducir mortalidad,17409
mortalidad afirma,13099
confinamiento,4753
informe acciones,10658
acciones erradicar,814
erradicar violencia,7825
violencia mujeres,20940
mujeres atienden,13149
atienden aumento,2327
aumento incidencia,2399
incidencia casos,10464
casos confinamiento,3754
confinamiento covid,4754
liquidar,11743
adeudos,1036
bc,2948
buscarán,3406
mecanismos,12505
chocolate,4042
compromete liquidar,4452
liquidar adeudos,11744
adeudos salarios,1037
salarios maestros,18445
maestros bc,12102
bc buscarán,2949
buscarán mecanismos,3407
mecanismos regularizar,12506
regularizar autos,17632
autos chocolate,2489
chocolate anuncia,4043
dialoga autoridades,6532
estadounidenses abrir,8068
abrir frontera,728
frontera baja,9087
california presidente,3470
diarias,6568
instruye realizar,10920
realizar reuniones,17029
reuniones diarias,18112
diarias municipios,6569
municipios atender,13195
atender incidencia,2265
finalizar,8767
habrá 200,9813
200 hospitales,262
hospitales imss,10086
bienestar finalizar,3160
finalizar gobierno,8768
4t anuncia,505
adherir,1038
tecate,19713
reafirma objetivo,16983
objetivo adherir,14089
adherir guardia,1039
nacional sedena,13672
sedena inaugurar,18752
inaugurar cuartel,10442
cuartel tecate,5590
habrá crecimiento,9814
económico empleo,7033
empleo bienestar,7352
bienestar frontera,3163
ampliación programas,1575
técnica,20405
secretaría técnica,18703
técnica presidencia,20406
presidencia asume,15667
asume funciones,2191
funciones coordinación,9144
coordinación general,5377
general programas,9416
desarrollo anuncia,6224
concluye vacunación,4673
universal covid,20513
19 baja,154
federativas,8642
reúne gobernadores,18203
electos once,7231
once entidades,14326
entidades federativas,7645
rehabilitar,17656
l12,11465
presidente hace,15882
hace compromiso,9819
compromiso rehabilitar,4509
rehabilitar l12,17658
l12 año,11466
año revisión,2747
revisión justicia,18169
justicia reparación,11397
reparación daños,17754
daños afirma,5860
social instituciones,19256
instituciones resalta,10889
por,15370
por concluir,15372
concluir jornada,4641
jornada vacunación,11299
trabajo entidad,20085
39,468
registro vacunación,17584
vacunación personas,20668
personas 30,14986
30 39,441
39 años,469
función,9148
roberto,18282
salcedo,18450
aquino,1992
nombra secretario,13892
secretario función,18689
función pública,9149
pública roberto,16844
roberto salcedo,18283
salcedo aquino,18451
consejería,4910
instruye consejería,10908
consejería jurídica,4911
jurídica atraer,11366
atraer caso,2352
caso atentado,3739
atentado tamaulipas,2298
tamaulipas hará,19679
hará investigación,9867
investigación justicia,11143
ramón,16938
velarde,20775
homenaje ramón,10008
ramón lópez,16939
lópez velarde,12076
velarde 100,20776
100 años,20
años fallecimiento,2768
jerez,11273
obrador 100,14121
100 aniversario,19
luctuoso poeta,12005
poeta ramón,15312
velarde jerez,20777
jerez zacatecas,11275
cardel,3652
construcción autopista,5005
autopista cardel,2450
cardel poza,3653
rica beneficiará,18235
beneficiará habitantes,3031
habitantes región,9805
california primer,3471
primer lograr,16170
lograr vacunación,11956
vacunación población,20669
población 18,15233
18 40,131
40 años,475
años baja,2756
vez,20843
especie,7974
anuncia nuevo,1749
nuevo sorteo,14023
nacional primera,13647
primera vez,16199
vez premios,20844
premios especie,15501
recibe segunda,17116
segunda dosis,18802
dosis vacuna,6886
vacuna covid,20644
arribo,2098
janssen,11258
permitirán,14968
celebra arribo,3824
arribo dosis,2100
vacuna janssen,20646
janssen permitirán,11259
permitirán reactivar,14969
reactivar comercio,16961
comercio economía,4343
economía frontera,6978
federal contribuirá,8583
contribuirá rehabilitar,5227
l12 metro,11467
metro afirma,12704
55,550
avance 55,2531
